Customer_id,International plan,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Attrition
551,No,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,7.9,3,2.13,4,TRUE
552,No,224.5,111,38.17,200.7,99,17.06,116.6,118,5.25,11.5,2,3.11,2,FALSE
553,No,288.1,112,48.98,258,92,21.93,192.4,90,8.66,10.2,4,2.75,3,TRUE
554,Yes,78.2,103,13.29,195.9,149,16.65,108,100,4.86,10.1,6,2.73,2,FALSE
555,No,148.7,80,25.28,259,94,22.02,149.5,107,6.73,12.7,6,3.43,2,FALSE
556,No,194.6,84,33.08,119.9,103,10.19,175.5,75,7.9,13.1,2,3.54,2,FALSE
557,No,159.5,77,27.12,303.8,92,25.82,226.9,120,10.21,12,4,3.24,0,FALSE
558,No,194.5,110,33.07,213.7,89,18.16,236.6,92,10.65,9.5,2,2.57,1,FALSE
559,No,174.1,96,29.6,251.1,94,21.34,257.6,123,11.59,8.3,5,2.24,2,TRUE
560,No,131.8,97,22.41,136.7,100,11.62,308.2,119,13.87,7.7,6,2.08,2,FALSE
561,No,160.6,103,27.3,237,109,20.15,245.1,88,11.03,10.7,1,2.89,1,FALSE
562,No,146.8,107,24.96,310,84,26.35,178.7,130,8.04,7.2,7,1.94,0,FALSE
563,No,200.7,88,34.12,264.2,116,22.46,172.7,102,7.77,9.1,5,2.46,1,FALSE
564,No,145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,5,2.94,1,FALSE
565,No,229.4,104,39,257.4,84,21.88,231.5,119,10.42,8,1,2.16,2,FALSE
566,No,211,76,35.87,189,100,16.07,123,102,5.54,4.7,4,1.27,3,FALSE
567,No,121.5,97,20.66,271.4,110,23.07,248.7,97,11.19,11.3,5,3.05,2,FALSE
568,Yes,216,73,36.72,188.2,117,16,147.1,98,6.62,3.6,7,0.97,2,FALSE
569,No,293,88,49.81,160.6,101,13.65,143.9,87,6.48,10,6,2.7,2,FALSE
570,Yes,221.1,137,37.59,264.9,99,22.52,168.9,108,7.6,15.4,4,4.16,2,TRUE
571,No,181.5,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,1,FALSE
572,No,74.3,107,12.63,177.3,116,15.07,296.3,90,13.33,14.5,3,3.92,2,FALSE
573,Yes,62.3,92,10.59,275,82,23.38,138.7,108,6.24,10.8,3,2.92,1,FALSE
574,No,228.6,88,38.86,248.5,109,21.12,167.1,124,7.52,9,1,2.43,3,FALSE
575,No,228.1,121,38.78,276.5,79,23.5,279.8,77,12.59,9.9,5,2.67,2,TRUE
576,No,309.9,90,52.68,200.3,89,17.03,183.5,105,8.26,14.2,2,3.83,1,FALSE
577,No,201.9,74,34.32,226.8,119,19.28,217.5,80,9.79,13.7,6,3.7,3,FALSE
578,No,149.8,112,25.47,180,93,15.3,140,119,6.3,11.7,4,3.16,2,FALSE
579,No,183.8,76,31.25,229.7,95,19.52,144.1,124,6.48,7.7,3,2.08,1,FALSE
580,No,186.7,108,31.74,335,86,28.48,187.2,119,8.42,16.5,4,4.46,1,FALSE
581,No,209.4,151,35.6,347.3,113,29.52,246,116,11.07,7.4,2,2,1,TRUE
582,No,223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,3,2.75,3,FALSE
583,No,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,1,FALSE
584,No,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,1,FALSE
585,No,234.2,128,39.81,293.1,92,24.91,183.9,79,8.28,9.8,6,2.65,0,TRUE
586,No,55.3,102,9.4,164.7,124,14,200.7,108,9.03,10.2,5,2.75,1,FALSE
587,Yes,221.8,97,37.71,203.8,134,17.32,215.8,154,9.71,8.4,4,2.27,1,FALSE
588,No,169.6,85,28.83,58.9,86,5.01,179.3,124,8.07,7.4,8,2,1,FALSE
589,No,89.7,118,15.25,260.1,79,22.11,170.1,93,7.65,13.5,11,3.65,5,TRUE
590,No,80.2,81,13.63,219,103,18.62,122.6,102,5.52,8.6,2,2.32,1,FALSE
591,No,218.9,105,37.21,299.9,87,25.49,158.6,110,7.14,11.3,4,3.05,2,FALSE
592,No,125.7,96,21.37,207.6,137,17.65,183.1,103,8.24,12.9,2,3.48,1,FALSE
593,No,176.3,85,29.97,93.4,125,7.94,207.2,107,9.32,9.6,1,2.59,2,FALSE
594,No,207.2,111,35.22,254.1,137,21.6,169.3,92,7.62,9.5,5,2.57,2,FALSE
595,No,205.7,138,34.97,161.9,83,13.76,269.7,104,12.14,12.5,6,3.38,2,FALSE
596,No,151.4,95,25.74,152.4,97,12.95,250.1,109,11.25,0,0,0,1,FALSE
597,No,157.5,70,26.78,130.7,79,11.11,193.4,98,8.7,9.6,4,2.59,3,FALSE
598,No,160.4,68,27.27,102.6,103,8.72,235.3,106,10.59,9.1,5,2.46,2,FALSE
599,No,159,80,27.03,167.9,128,14.27,167.6,101,7.54,12.3,5,3.32,1,FALSE
600,No,214.1,62,36.4,200.9,111,17.08,246.8,126,11.11,9.2,6,2.48,0,FALSE
601,No,102.6,89,17.44,246,77,20.91,170.5,140,7.67,9.1,4,2.46,2,FALSE
602,Yes,159.7,86,27.15,197.5,76,16.79,121.6,105,5.47,13.9,6,3.75,0,TRUE
603,No,202.8,109,34.48,165.8,104,14.09,143.9,71,6.48,4.6,4,1.24,1,FALSE
604,No,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,6,3.13,3,FALSE
605,No,169.9,144,28.88,225.2,118,19.14,169.7,93,7.64,11.4,7,3.08,1,FALSE
606,No,335.5,77,57.04,212.5,109,18.06,265,132,11.93,12.7,8,3.43,2,TRUE
607,No,139.5,119,23.72,289.3,105,24.59,129.4,97,5.82,13.1,8,3.54,0,FALSE
608,No,142.3,107,24.19,118.7,56,10.09,240.1,91,10.8,6.6,8,1.78,1,FALSE
609,No,187.8,94,31.93,248.6,86,21.13,208.8,124,9.4,10.6,5,2.86,0,FALSE
610,No,146.2,55,24.85,261.5,83,22.23,163.2,116,7.34,8.7,3,2.35,3,FALSE
611,No,231.8,120,39.41,150.6,106,12.8,269.2,129,12.11,11.6,7,3.13,3,FALSE
612,No,193.7,83,32.93,154.2,79,13.11,299,60,13.46,12.7,3,3.43,1,FALSE
613,No,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,6,2.08,4,FALSE
614,Yes,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,6,3.56,1,TRUE
615,No,239.8,110,40.77,221.9,115,18.86,189.1,100,8.51,7.3,1,1.97,2,FALSE
616,No,172,111,29.24,200.2,64,17.02,233.1,96,10.49,8,5,2.16,1,FALSE
617,Yes,128.2,138,21.79,274.5,113,23.33,298.9,130,13.45,8.8,7,2.38,2,FALSE
618,No,130.2,119,22.13,290.9,121,24.73,194.8,140,8.77,14,6,3.78,3,FALSE
619,No,195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,11.6,6,3.13,1,FALSE
620,Yes,293.3,79,49.86,188.5,90,16.02,266.9,91,12.01,14.5,4,3.92,0,TRUE
621,No,191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,12.8,4,3.46,1,FALSE
622,No,122.4,88,20.81,143.8,111,12.22,157,106,7.07,11.5,3,3.11,1,FALSE
623,No,209.6,68,35.63,146.9,140,12.49,121,131,5.44,10.6,3,2.86,2,FALSE
624,No,215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,7.1,1,1.92,3,FALSE
625,No,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,2,1.38,0,FALSE
626,No,144.2,91,24.51,226.7,137,19.27,144.6,72,6.51,13.8,4,3.73,3,FALSE
627,Yes,220.2,109,37.43,185.3,99,15.75,205.1,82,9.23,4.1,2,1.11,0,TRUE
628,No,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,2,2,4,FALSE
629,No,112.7,119,19.16,217.7,109,18.5,152.1,76,6.84,6.5,5,1.76,1,FALSE
630,No,299.5,125,50.92,226.7,92,19.27,210.7,134,9.48,13.7,4,3.7,0,TRUE
631,No,194.8,107,33.12,170.9,99,14.53,225.1,93,10.13,13.9,4,3.75,0,FALSE
632,No,100.8,112,17.14,230,69,19.55,193.6,95,8.71,9.5,2,2.57,0,FALSE
633,No,82.5,97,14.03,289.9,94,24.64,180,114,8.1,4.8,4,1.3,3,FALSE
634,No,146.4,104,24.89,89.7,103,7.62,220,91,9.9,15.6,4,4.21,2,FALSE
635,No,177.9,129,30.24,224.6,87,19.09,306.3,102,13.78,10.8,6,2.92,2,FALSE
636,No,153.5,84,26.1,194,73,16.49,256.5,94,11.54,10.2,7,2.75,5,FALSE
637,No,150.7,105,25.62,197.3,133,16.77,169,116,7.61,9.2,15,2.48,1,FALSE
638,No,180.1,106,30.62,127.5,92,10.84,237.4,118,10.68,7.5,3,2.03,0,FALSE
639,No,265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,12.9,1,3.48,1,FALSE
640,No,128.6,83,21.86,134,114,11.39,210.6,113,9.48,11.4,2,3.08,0,FALSE
641,No,161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,7.9,4,2.13,2,FALSE
642,No,165.3,120,28.1,198.5,106,16.87,208.5,102,9.38,9.8,3,2.65,1,FALSE
643,No,195,92,33.15,210.5,83,17.89,180.6,92,8.13,11,13,2.97,0,FALSE
644,No,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21,0,FALSE
645,No,205.5,114,34.94,219.3,99,18.64,215.9,95,9.72,14,4,3.78,1,FALSE
646,No,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3,3,FALSE
647,No,235.6,74,40.05,227.9,37,19.37,170.3,103,7.66,15.4,9,4.16,0,FALSE
648,No,192,91,32.64,127.6,127,10.85,155.6,125,7,7.5,5,2.03,1,FALSE
649,No,69.1,122,11.75,101.3,136,8.61,104.8,94,4.72,9.1,4,2.46,0,FALSE
650,No,261.7,97,44.49,210.6,48,17.9,256.7,83,11.55,6,3,1.62,3,TRUE
651,No,235.5,81,40.04,257.2,130,21.86,103.1,111,4.64,11.5,4,3.11,2,FALSE
652,No,213.4,100,36.28,204.9,52,17.42,179.7,93,8.09,9.5,6,2.57,1,FALSE
653,No,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,1,2.48,3,FALSE
654,No,263.8,65,44.85,103.4,115,8.79,208.1,109,9.36,8.5,3,2.3,3,FALSE
655,No,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84,1,FALSE
656,No,157.6,85,26.79,194.1,92,16.5,231.5,86,10.42,9.4,10,2.54,5,TRUE
657,No,175.6,147,29.85,161.8,118,13.75,289.5,55,13.03,9.3,4,2.51,0,FALSE
658,No,242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,9.3,2,2.51,2,FALSE
659,No,151,102,25.67,131.4,101,11.17,186.6,86,8.4,9.9,7,2.67,0,FALSE
660,No,138.1,103,23.48,164.5,100,13.98,134.9,63,6.07,8.3,2,2.24,1,FALSE
661,No,264.7,69,45,305,120,25.93,197.4,86,8.88,9.5,9,2.57,1,TRUE
662,No,282.3,70,47.99,152,89,12.92,225.5,93,10.15,12,4,3.24,1,FALSE
663,No,211.2,80,35.9,237.7,93,20.2,259.2,58,11.66,12.3,2,3.32,0,FALSE
664,No,197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,7.4,4,2,3,FALSE
665,No,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11,1,FALSE
666,No,181.8,110,30.91,228.1,123,19.39,262.7,141,11.82,9.2,4,2.48,2,FALSE
667,No,252,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,2,FALSE
668,No,193.8,102,32.95,118.9,104,10.11,135.9,124,6.12,9.2,3,2.48,0,FALSE
669,No,231.2,135,39.3,188.7,74,16.04,206.9,124,9.31,12.3,1,3.32,1,FALSE
670,No,200.1,108,34.02,188.9,122,16.06,205.1,90,9.23,15.5,4,4.19,0,FALSE
671,No,266.7,109,45.34,232.3,107,19.75,212.8,98,9.58,16.3,4,4.4,1,FALSE
672,No,118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,6,3.21,2,FALSE
673,No,175.3,106,29.8,144.3,87,12.27,160.2,88,7.21,11.8,5,3.19,0,FALSE
674,No,125.1,99,21.27,248.8,62,21.15,211.3,79,9.51,11.2,3,3.02,3,FALSE
675,No,176.8,90,30.06,224.7,81,19.1,204.6,77,9.21,7.5,15,2.03,1,FALSE
676,No,241.9,101,41.12,129.4,121,11,264.8,104,11.92,5.9,3,1.59,1,FALSE
677,No,241.2,134,41,116.5,114,9.9,152.2,91,6.85,10.6,4,2.86,0,FALSE
678,No,217.1,99,36.91,236,68,20.06,118.3,120,5.32,9.4,4,2.54,1,FALSE
679,No,195.4,110,33.22,181.2,109,15.4,178.5,105,8.03,8.9,4,2.4,0,FALSE
680,Yes,222.4,78,37.81,327,111,27.8,208,104,9.36,8.7,9,2.35,1,TRUE
681,No,189.5,90,32.22,189.8,118,16.13,205.8,83,9.26,13.1,2,3.54,1,FALSE
682,No,123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,5,2.51,0,FALSE
683,No,256.7,98,43.64,150.5,120,12.79,123,87,5.54,11.4,3,3.08,3,FALSE
684,No,159.1,94,27.05,241.6,119,20.54,202.4,120,9.11,6.5,1,1.76,1,FALSE
685,No,100.1,90,17.02,233.3,93,19.83,204.4,57,9.2,11.1,8,3,3,FALSE
686,No,30.9,113,5.25,187,113,15.9,230.8,101,10.39,8.6,7,2.32,1,FALSE
687,No,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,2,2.73,3,FALSE
688,No,187.4,101,31.86,199.9,126,16.99,216.1,107,9.72,12.6,8,3.4,1,FALSE
689,No,315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,12.1,3,3.27,3,FALSE
690,No,277.5,104,47.18,131.8,121,11.2,126.9,101,5.71,8.2,2,2.21,1,FALSE
691,No,189.8,111,32.27,197.3,101,16.77,234.5,111,10.55,14.9,3,4.02,2,FALSE
692,No,147.2,119,25.02,192.8,91,16.39,172.7,105,7.77,10.2,4,2.75,1,FALSE
693,No,185.8,36,31.59,276.5,134,23.5,192.1,104,8.64,5.7,7,1.54,4,FALSE
694,No,155.4,110,26.42,188.5,104,16.02,254.9,118,11.47,8,4,2.16,3,FALSE
695,No,154.2,91,26.21,268.6,108,22.83,188.8,99,8.5,10.9,4,2.94,6,FALSE
696,No,97.6,98,16.59,105.5,118,8.97,220.2,105,9.91,11.6,9,3.13,1,FALSE
697,No,178.8,94,30.4,178.4,97,15.16,169.2,77,7.61,7.5,3,2.03,1,FALSE
698,No,149.3,104,25.38,273.6,75,23.26,206.6,72,9.3,9.1,4,2.46,0,FALSE
699,No,206,89,35.02,186,88,15.81,307.1,86,13.82,8.4,11,2.27,0,FALSE
700,No,216.8,86,36.86,190.8,114,16.22,187.5,79,8.44,11,9,2.97,0,FALSE
701,No,103.3,110,17.56,129.1,82,10.97,167.1,113,7.52,10.7,3,2.89,0,FALSE
702,No,139.4,95,23.7,159.1,92,13.52,128.2,129,5.77,7.7,3,2.08,0,FALSE
703,No,191.2,110,32.5,163.9,102,13.93,243.6,114,10.96,14.1,3,3.81,1,FALSE
704,No,160,104,27.2,189.4,64,16.1,229.9,118,10.35,10.4,7,2.81,1,FALSE
705,No,221.7,95,37.69,193,82,16.41,194.1,113,8.73,6.5,4,1.76,3,FALSE
706,No,62.9,81,10.69,231,64,19.64,168.9,121,7.6,8.5,5,2.3,1,FALSE
707,No,215.6,78,36.65,195.3,119,16.6,194.4,65,8.75,3.6,5,0.97,1,FALSE
708,No,165.3,97,28.1,223.5,118,19,260.8,72,11.74,7.6,7,2.05,3,FALSE
709,Yes,94.7,111,16.1,154.4,98,13.12,200.4,109,9.02,10.6,6,2.86,2,FALSE
710,No,203.2,81,34.54,152.5,99,12.96,197.8,76,8.9,9.7,3,2.62,2,FALSE
711,No,195.3,70,33.2,216.7,108,18.42,259.9,119,11.7,12.5,4,3.38,3,FALSE
712,No,143.7,114,24.43,297.8,98,25.31,212.6,86,9.57,11.4,8,3.08,4,FALSE
713,No,114.4,104,19.45,78.3,101,6.66,232.7,78,10.47,0,0,0,2,FALSE
714,No,222.8,101,37.88,203,128,17.26,210.6,106,9.48,6.9,2,1.86,2,FALSE
715,No,175.9,70,29.9,211.7,105,17.99,174.5,81,7.85,7.3,5,1.97,2,FALSE
716,Yes,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1,TRUE
717,Yes,234.5,130,39.87,195.2,116,16.59,268.8,94,12.1,11.4,4,3.08,2,FALSE
718,No,210.7,116,35.82,219.2,86,18.63,179.7,83,8.09,7.2,6,1.94,1,FALSE
719,No,182.3,124,30.99,169.9,110,14.44,184,116,8.28,9.3,3,2.51,1,FALSE
720,No,190.3,88,32.35,194.5,89,16.53,256.5,109,11.54,11.7,5,3.16,2,FALSE
721,No,177.1,88,30.11,163.7,108,13.91,242.7,72,10.92,7.4,2,2,0,FALSE
722,No,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,TRUE
723,No,215.6,96,36.65,193.4,127,16.44,105.4,115,4.74,13.5,3,3.65,1,FALSE
724,No,137.4,109,23.36,237.6,49,20.2,206.7,136,9.3,14,11,3.78,3,FALSE
725,No,192.8,103,32.78,177,83,15.05,216.5,118,9.74,16.4,5,4.43,1,FALSE
726,No,149.3,100,25.38,200.2,110,17.02,231.7,101,10.43,11.9,3,3.21,2,FALSE
727,No,143.7,116,24.43,170.7,99,14.51,287.7,95,12.95,7.8,5,2.11,1,FALSE
728,No,224.8,111,38.22,190,101,16.15,221.4,110,9.96,9.2,2,2.48,1,FALSE
729,No,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2,FALSE
730,No,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,FALSE
731,No,271.2,105,46.1,202.6,105,17.22,221.6,51,9.97,11.5,3,3.11,3,TRUE
732,No,207.2,121,35.22,292.5,104,24.86,226.3,103,10.18,8,1,2.16,2,FALSE
733,No,300.4,94,51.07,133.2,103,11.32,197.4,94,8.88,7.2,5,1.94,2,FALSE
734,No,229.6,123,39.03,132.3,90,11.25,211.9,76,9.54,9.5,8,2.57,2,FALSE
735,Yes,187.5,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,4,3.27,1,FALSE
736,Yes,57.1,98,9.71,199.7,78,16.97,274.7,103,12.36,6.5,6,1.76,3,FALSE
737,No,162.1,86,27.56,155,86,13.18,189.7,87,8.54,11,9,2.97,5,TRUE
738,Yes,145,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2,TRUE
739,No,159.5,123,27.12,240.8,93,20.47,210.3,76,9.46,11.4,3,3.08,1,FALSE
740,No,190.7,72,32.42,208.6,103,17.73,203.8,111,9.17,8.8,8,2.38,1,FALSE
741,No,230.6,40,39.2,189.1,58,16.07,162.2,115,7.3,9.4,2,2.54,1,FALSE
742,No,34,133,5.78,278.6,61,23.68,129.6,120,5.83,11.5,3,3.11,0,FALSE
743,No,193.4,112,32.88,240.6,131,20.45,248.1,98,11.16,11.4,3,3.08,5,FALSE
744,No,202,126,34.34,163.5,86,13.9,195.4,84,8.79,10.4,6,2.81,1,FALSE
745,No,191.7,122,32.59,241.4,88,20.52,203.5,86,9.16,9.1,5,2.46,1,FALSE
746,No,161.3,97,27.42,250.3,110,21.28,142.4,92,6.41,6.6,8,1.78,1,FALSE
747,No,150.6,85,25.6,119,128,10.12,232.9,123,10.48,6.4,2,1.73,1,FALSE
748,No,184.6,102,31.38,196,117,16.66,226.5,122,10.19,7.8,1,2.11,1,FALSE
749,No,220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,8.7,5,2.35,1,FALSE
750,Yes,167.3,119,28.44,198.5,119,16.87,133.1,88,5.99,11,6,2.97,1,FALSE
751,No,154,80,26.18,185.5,91,15.77,148.2,107,6.67,8.2,4,2.21,3,FALSE
752,No,121.1,116,20.59,186.4,100,15.84,241.7,75,10.88,10.1,6,2.73,0,FALSE
753,No,182.1,94,30.96,164.6,59,13.99,128.8,102,5.8,12.7,4,3.43,3,FALSE
754,No,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11,5,2.97,2,FALSE
755,No,209.9,105,35.68,121.9,105,10.36,253.7,104,11.42,9.6,4,2.59,1,FALSE
756,No,167.5,76,28.48,242.1,92,20.58,101.2,103,4.55,11.4,4,3.08,2,FALSE
757,No,213.9,88,36.36,239.8,119,20.38,148.7,71,6.69,9.8,14,2.65,2,FALSE
758,No,115.8,108,19.69,243.3,111,20.68,184.6,78,8.31,13.1,5,3.54,1,FALSE
759,No,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2,FALSE
760,No,179.4,88,30.5,181.1,97,15.39,320.7,120,14.43,9.5,4,2.57,2,FALSE
761,No,187.3,84,31.84,270.8,95,23.02,206.4,68,9.29,10.1,5,2.73,1,FALSE
762,No,201.2,128,34.2,227.2,100,19.31,145.8,91,6.56,8.4,3,2.27,2,FALSE
763,Yes,189.6,78,32.23,267.4,117,22.73,184.5,137,8.3,1.3,6,0.35,1,FALSE
764,No,186.8,124,31.76,261,69,22.19,317.8,103,14.3,15,5,4.05,0,FALSE
765,No,153.5,83,26.1,219.1,96,18.62,237.4,76,10.68,11.4,4,3.08,0,FALSE
766,No,187.6,97,31.89,208.2,118,17.7,158.9,101,7.15,8.7,6,2.35,2,FALSE
767,Yes,230.9,132,39.25,243.2,99,20.67,182.4,57,8.21,11,2,2.97,0,TRUE
768,No,244.9,150,41.63,118,138,10.03,236,91,10.62,15.2,4,4.1,2,FALSE
769,No,230.9,93,39.25,223,78,18.96,157.8,101,7.1,9.7,2,2.62,3,FALSE
770,No,187.1,104,31.81,250.2,117,21.27,144.9,81,6.52,11,3,2.97,1,FALSE
771,No,170.7,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1,FALSE
772,Yes,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,TRUE
773,No,189.5,112,32.22,207,95,17.6,214.1,91,9.63,9.2,7,2.48,0,FALSE
774,Yes,176.9,110,30.07,167.9,100,14.27,182.2,138,8.2,7.7,2,2.08,1,TRUE
775,No,161.1,99,27.39,198.8,81,16.9,228.4,116,10.28,10.6,4,2.86,1,FALSE
776,No,169.4,107,28.8,197.2,71,16.76,202.2,79,9.1,10.7,4,2.89,1,FALSE
777,No,254.4,133,43.25,161.7,96,13.74,251.4,91,11.31,10.5,4,2.84,0,FALSE
778,Yes,127.7,54,21.71,215,105,18.28,234.3,84,10.54,5.8,4,1.57,2,FALSE
779,No,170.5,107,28.99,217.2,77,18.46,225.7,71,10.16,13.6,5,3.67,6,FALSE
780,Yes,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,2,FALSE
781,Yes,273.5,104,46.5,183.8,68,15.62,153.8,67,6.92,11,9,2.97,2,FALSE
782,Yes,161.9,138,27.52,200.9,114,17.08,134,134,6.03,10.7,4,2.89,1,FALSE
783,No,241.7,87,41.09,142,101,12.07,288.9,68,13,9.4,4,2.54,1,FALSE
784,Yes,62.8,124,10.68,170.4,66,14.48,280.2,78,12.61,9.4,4,2.54,3,FALSE
785,No,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,1,FALSE
786,No,228.2,70,38.79,263.7,80,22.41,142.6,60,6.42,10.7,5,2.89,3,FALSE
787,No,209.8,82,35.67,194.5,94,16.53,200.4,85,9.02,11.3,3,3.05,0,FALSE
788,No,265.6,86,45.15,208.8,102,17.75,182.5,105,8.21,11.1,6,3,2,TRUE
789,No,214.9,97,36.53,117.8,117,10.01,133.7,78,6.02,11.8,2,3.19,2,FALSE
790,No,110.5,79,18.79,223.2,111,18.97,169.5,64,7.63,10.5,3,2.84,3,FALSE
791,Yes,281.1,88,47.79,198,103,16.83,94.3,76,4.24,7.5,3,2.03,0,FALSE
792,No,137.8,86,23.43,286.3,76,24.34,167,77,7.52,14.1,3,3.81,2,FALSE
793,Yes,271.5,98,46.16,253.4,102,21.54,165.4,85,7.44,8.2,2,2.21,1,TRUE
794,No,112.8,108,19.18,218.8,120,18.6,240.2,106,10.81,9,3,2.43,2,FALSE
795,No,187.3,118,31.84,239.7,90,20.37,167.5,108,7.54,15.1,2,4.08,1,FALSE
796,No,197,84,33.49,269.3,105,22.89,158.9,105,7.15,10.8,4,2.92,1,FALSE
797,No,180.4,89,30.67,129.4,124,11,166.9,124,7.51,8.4,2,2.27,1,FALSE
798,Yes,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,TRUE
799,No,197.1,113,33.51,259.4,95,22.05,134.7,135,6.06,14.6,5,3.94,2,FALSE
800,No,153.7,115,26.13,137.8,146,11.71,213.5,104,9.61,15.9,5,4.29,1,FALSE
801,No,261.3,96,44.42,220.9,101,18.78,179.4,97,8.07,11.3,2,3.05,1,FALSE
802,No,246.2,102,41.85,202.4,134,17.2,180.1,95,8.1,9.4,5,2.54,1,FALSE
803,No,191,88,32.47,318.8,119,27.1,247.3,79,11.13,6.5,4,1.76,0,FALSE
804,No,208.3,86,35.41,253.6,89,21.56,291,86,13.1,12.6,3,3.4,1,FALSE
805,No,253,73,43.01,219.3,78,18.64,210.8,89,9.49,9.8,4,2.65,0,FALSE
806,No,202.3,87,34.39,201.5,111,17.13,101.7,82,4.58,6.8,4,1.84,0,FALSE
807,No,174.4,120,29.65,156.3,98,13.29,136.5,121,6.14,10.2,5,2.75,0,FALSE
808,No,127.1,89,21.61,172.1,116,14.63,194.6,111,8.76,12.1,3,3.27,1,FALSE
809,Yes,143.5,76,24.4,242.6,58,20.62,147.7,95,6.65,11.3,3,3.05,0,FALSE
810,No,186.9,94,31.77,240,138,20.4,200.9,64,9.04,5.8,3,1.57,1,FALSE
811,No,194,118,32.98,242,114,20.57,146.3,108,6.58,12.1,4,3.27,1,FALSE
812,No,234.8,89,39.92,106.8,131,9.08,178.5,122,8.03,9.9,6,2.67,0,FALSE
813,No,123.7,96,21.03,103,80,8.76,189.4,82,8.52,13.1,4,3.54,1,FALSE
814,No,173.9,103,29.56,276.4,83,23.49,190.8,113,8.59,15.3,5,4.13,0,FALSE
815,No,130.9,115,22.25,203.4,110,17.29,171.7,68,7.73,12.4,4,3.35,1,FALSE
816,No,314.6,102,53.48,169.8,86,14.43,285.1,100,12.83,5.7,3,1.54,2,TRUE
817,No,227.9,78,38.74,207.5,115,17.64,211.7,100,9.53,12.1,5,3.27,1,FALSE
818,No,95.5,92,16.24,163.7,63,13.91,264.2,118,11.89,6.6,6,1.78,2,FALSE
819,No,185.3,127,31.5,208,73,17.68,206.1,124,9.27,15.1,3,4.08,1,FALSE
820,No,146.3,133,24.87,202.7,95,17.23,234.7,103,10.56,13.1,3,3.54,1,FALSE
821,No,184,99,31.28,76.4,134,6.49,185.1,96,8.33,12.7,3,3.43,2,FALSE
822,No,105.8,110,17.99,43.9,88,3.73,189.6,87,8.53,13.1,5,3.54,0,FALSE
823,No,178,110,30.26,153.8,64,13.07,236.6,105,10.65,11.7,4,3.16,1,FALSE
824,No,149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,1,FALSE
825,No,209.4,104,35.6,132.5,78,11.26,149.4,123,6.72,11.3,3,3.05,2,FALSE
